Subject	Item	Particle	Type	Stimulus	Event	Time	Playback Action	Playback Location	Question	Answer	Scenario
d43073bdd8fb33e3b10be29a8ea6ca8d	90	what_decl	conf	What I thought apples were in the sunflower family	Playback	16576	pause	2.490317			
d43073bdd8fb33e3b10be29a8ea6ca8d	90	what_decl	conf	What I thought apples were in the sunflower family	Rating	18091			How natural does the speaker's tone of voice sound?	3	
d43073bdd8fb33e3b10be29a8ea6ca8d	90	what_decl	conf	What I thought apples were in the sunflower family	Rating	21182			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
d43073bdd8fb33e3b10be29a8ea6ca8d	90	what_decl	conf	What I thought apples were in the sunflower family	Rating	47522			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
d43073bdd8fb33e3b10be29a8ea6ca8d	90	what_decl	conf	What I thought apples were in the sunflower family	Rating	22940			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
d5d7c07404b1c627336cbae4857b7e8e	103	god_exclam	conf	God she's never done that before	Scenario						The speaker is confused as to why this other person did what she did.
d5d7c07404b1c627336cbae4857b7e8e	103	god_exclam	conf	God she's never done that before	Playback	5245	play	0.0			
d5d7c07404b1c627336cbae4857b7e8e	103	god_exclam	conf	God she's never done that before	Playback	7564	pause	2.052608			
d5d7c07404b1c627336cbae4857b7e8e	103	god_exclam	conf	God she's never done that before	Rating	10442			How natural does the speaker's tone of voice sound?	1	
d5d7c07404b1c627336cbae4857b7e8e	103	god_exclam	conf	God she's never done that before	Rating	17205			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
d5d7c07404b1c627336cbae4857b7e8e	103	god_exclam	conf	God she's never done that before	Rating	34853			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
d5d7c07404b1c627336cbae4857b7e8e	103	god_exclam	conf	God she's never done that before	Rating	22297			What is the intensity of the speaker's emotion? How expressive do they sound?	2	
d5d7c07404b1c627336cbae4857b7e8e	31	oh_conf	conf	Oh she's never done that before	Scenario						Yes. He was surprised that this other person ("she") done something not done before by her.
d5d7c07404b1c627336cbae4857b7e8e	31	oh_conf	conf	Oh she's never done that before	Playback	1385	play	0.0			
d5d7c07404b1c627336cbae4857b7e8e	31	oh_conf	conf	Oh she's never done that before	Playback	3540	pause	1.914785			
d5d7c07404b1c627336cbae4857b7e8e	31	oh_conf	conf	Oh she's never done that before	Rating	8865			How natural does the speaker's tone of voice sound?	4	
d5d7c07404b1c627336cbae4857b7e8e	31	oh_conf	conf	Oh she's never done that before	Rating	11291			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
d5d7c07404b1c627336cbae4857b7e8e	31	oh_conf	conf	Oh she's never done that before	Rating	14374			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
e4def4f442ae3e5a14cbee8a9d5b4e55	96	what_decl	decl	What another pile of papers to grade	Scenario						No%2C the explanation does not match the intensity of the "What"
e4def4f442ae3e5a14cbee8a9d5b4e55	96	what_decl	decl	What another pile of papers to grade	Playback	21858	play	0.0			
e4def4f442ae3e5a14cbee8a9d5b4e55	96	what_decl	decl	What another pile of papers to grade	Playback	24949	pause	2.163515			
e4def4f442ae3e5a14cbee8a9d5b4e55	96	what_decl	decl	What another pile of papers to grade	Playback	36671	play	0.0			
e4def4f442ae3e5a14cbee8a9d5b4e55	96	what_decl	decl	What another pile of papers to grade	Playback	36678	seeking	0.0			
e4def4f442ae3e5a14cbee8a9d5b4e55	96	what_decl	decl	What another pile of papers to grade	Playback	38904	pause	2.163515			
e4def4f442ae3e5a14cbee8a9d5b4e55	96	what_decl	decl	What another pile of papers to grade	Rating	30176			How natural does the speaker's tone of voice sound?	3	
e4def4f442ae3e5a14cbee8a9d5b4e55	96	what_decl	decl	What another pile of papers to grade	Rating	31696			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
e4def4f442ae3e5a14cbee8a9d5b4e55	96	what_decl	decl	What another pile of papers to grade	Rating	34217			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
e4def4f442ae3e5a14cbee8a9d5b4e55	24	huh_conf	decl	Huh another pile of papers to grade	Scenario						Yes%2C he conveys surprise with the interjection Huh
e4def4f442ae3e5a14cbee8a9d5b4e55	24	huh_conf	decl	Huh another pile of papers to grade	Playback	2230	play	0.0			
e4def4f442ae3e5a14cbee8a9d5b4e55	24	huh_conf	decl	Huh another pile of papers to grade	Playback	5105	pause	2.340408			
e4def4f442ae3e5a14cbee8a9d5b4e55	24	huh_conf	decl	Huh another pile of papers to grade	Playback	38423	play	0.0			
e4def4f442ae3e5a14cbee8a9d5b4e55	24	huh_conf	decl	Huh another pile of papers to grade	Playback	38426	seeking	0.0			
e4def4f442ae3e5a14cbee8a9d5b4e55	24	huh_conf	decl	Huh another pile of papers to grade	Playback	41123	pause	2.340408			
e4def4f442ae3e5a14cbee8a9d5b4e55	24	huh_conf	decl	Huh another pile of papers to grade	Rating	9404			How natural does the speaker's tone of voice sound?	2	
e4def4f442ae3e5a14cbee8a9d5b4e55	24	huh_conf	decl	Huh another pile of papers to grade	Rating	15745			What is the emotion being conveyed here?	Neutral -- no obvious emotion	
e4def4f442ae3e5a14cbee8a9d5b4e55	24	huh_conf	decl	Huh another pile of papers to grade	Rating	36901			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
e4def4f442ae3e5a14cbee8a9d5b4e55	24	huh_conf	decl	Huh another pile of papers to grade	Rating	40806			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
e4def4f442ae3e5a14cbee8a9d5b4e55	24	huh_conf	decl	Huh another pile of papers to grade	Rating	19590			What is the intensity of the speaker's emotion? How expressive do they sound?	2	
9b8ea42f880c2e203d1207822435cd37	70	huh_decl	decl	Huh I put the toolbox in the shed	Scenario						Yes%2C he found something he may have been looking for
9b8ea42f880c2e203d1207822435cd37	70	huh_decl	decl	Huh I put the toolbox in the shed	Playback	4037	play	0.0			
9b8ea42f880c2e203d1207822435cd37	70	huh_decl	decl	Huh I put the toolbox in the shed	Playback	6220	pause	2.132517			
9b8ea42f880c2e203d1207822435cd37	70	huh_decl	decl	Huh I put the toolbox in the shed	Rating	9756			How natural does the speaker's tone of voice sound?	4	
9b8ea42f880c2e203d1207822435cd37	70	huh_decl	decl	Huh I put the toolbox in the shed	Rating	16496			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
9b8ea42f880c2e203d1207822435cd37	70	huh_decl	decl	Huh I put the toolbox in the shed	Rating	31126			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
9b8ea42f880c2e203d1207822435cd37	142	what_exclam	decl	What I put the toolbox in the shed	Scenario						yes%2C sounded irritated
9b8ea42f880c2e203d1207822435cd37	142	what_exclam	decl	What I put the toolbox in the shed	Playback	43082	play	0.0			
9b8ea42f880c2e203d1207822435cd37	142	what_exclam	decl	What I put the toolbox in the shed	Playback	45612	pause	2.41619			
9b8ea42f880c2e203d1207822435cd37	142	what_exclam	decl	What I put the toolbox in the shed	Rating	49481			How natural does the speaker's tone of voice sound?	4	
9b8ea42f880c2e203d1207822435cd37	142	what_exclam	decl	What I put the toolbox in the shed	Rating	58517			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
9b8ea42f880c2e203d1207822435cd37	142	what_exclam	decl	What I put the toolbox in the shed	Rating	62966			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
ab0ddbf7f71e1796c49879d03c139147	11	god_conf	decl	God I'm on the phone	Scenario						Yes%2C they are in a call
ab0ddbf7f71e1796c49879d03c139147	11	god_conf	decl	God I'm on the phone	Playback	3141	play	0.0			
ab0ddbf7f71e1796c49879d03c139147	11	god_conf	decl	God I'm on the phone	Playback	4967	pause	1.7778			
ab0ddbf7f71e1796c49879d03c139147	11	god_conf	decl	God I'm on the phone	Rating	10332			How natural does the speaker's tone of voice sound?	3	
ab0ddbf7f71e1796c49879d03c139147	11	god_conf	decl	God I'm on the phone	Rating	17975			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
ab0ddbf7f71e1796c49879d03c139147	11	god_conf	decl	God I'm on the phone	Rating	20228			What is the intensity of the speaker's emotion? How expressive do they sound?	2	
ab0ddbf7f71e1796c49879d03c139147	83	oh_decl	decl	Oh I'm on the phone	Scenario						No%2C it's conversational
ab0ddbf7f71e1796c49879d03c139147	83	oh_decl	decl	Oh I'm on the phone	Playback	3972	play	0.0			
ab0ddbf7f71e1796c49879d03c139147	83	oh_decl	decl	Oh I'm on the phone	Playback	5902	pause	1.865737			
ab0ddbf7f71e1796c49879d03c139147	83	oh_decl	decl	Oh I'm on the phone	Rating	8142			How natural does the speaker's tone of voice sound?	2	
ab0ddbf7f71e1796c49879d03c139147	83	oh_decl	decl	Oh I'm on the phone	Rating	10054			What is the emotion being conveyed here?	Neutral -- no obvious emotion	
ab0ddbf7f71e1796c49879d03c139147	83	oh_decl	decl	Oh I'm on the phone	Rating	12476			What is the intensity of the speaker's emotion? How expressive do they sound?	2	
ae80cde9ababb4372d3e2c8767981307	50	what_conf	exclam	What a package arrived for you	Scenario						No%2C because the only clue we have is his tone.
ae80cde9ababb4372d3e2c8767981307	50	what_conf	exclam	What a package arrived for you	Playback	6230	play	0.0			
ae80cde9ababb4372d3e2c8767981307	50	what_conf	exclam	What a package arrived for you	Playback	3564	play	0.0			
ae80cde9ababb4372d3e2c8767981307	50	what_conf	exclam	What a package arrived for you	Playback	5484	pause	1.763379			
ae80cde9ababb4372d3e2c8767981307	50	what_conf	exclam	What a package arrived for you	Playback	6230	seeking	0.0			
ae80cde9ababb4372d3e2c8767981307	50	what_conf	exclam	What a package arrived for you	Playback	8146	pause	1.763379			
ae80cde9ababb4372d3e2c8767981307	50	what_conf	exclam	What a package arrived for you	Rating	10425			How natural does the speaker's tone of voice sound?	4	
ae80cde9ababb4372d3e2c8767981307	50	what_conf	exclam	What a package arrived for you	Rating	22963			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
ae80cde9ababb4372d3e2c8767981307	50	what_conf	exclam	What a package arrived for you	Rating	25157			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
ae80cde9ababb4372d3e2c8767981307	122	huh_exclam	exclam	Huh a package arrived for you	Scenario						Again%2C all we have to go on is tone%2C there's no context given.
ae80cde9ababb4372d3e2c8767981307	122	huh_exclam	exclam	Huh a package arrived for you	Playback	1861	play	0.0			
ae80cde9ababb4372d3e2c8767981307	122	huh_exclam	exclam	Huh a package arrived for you	Playback	3861	pause	1.858549			
ae80cde9ababb4372d3e2c8767981307	122	huh_exclam	exclam	Huh a package arrived for you	Rating	5895			How natural does the speaker's tone of voice sound?	4	
ae80cde9ababb4372d3e2c8767981307	122	huh_exclam	exclam	Huh a package arrived for you	Rating	9767			What is the emotion being conveyed here?	Neutral -- no obvious emotion	
ae80cde9ababb4372d3e2c8767981307	122	huh_exclam	exclam	Huh a package arrived for you	Rating	12085			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
be148483bc993bded59097c629e15ef0	11	god_conf	decl	God I'm on the phone	Scenario						no
be148483bc993bded59097c629e15ef0	11	god_conf	decl	God I'm on the phone	Playback	10909	seeking	0.0			
be148483bc993bded59097c629e15ef0	11	god_conf	decl	God I'm on the phone	Playback	3146	pause	1.7778			
be148483bc993bded59097c629e15ef0	11	god_conf	decl	God I'm on the phone	Playback	1313	play	0.0			
be148483bc993bded59097c629e15ef0	11	god_conf	decl	God I'm on the phone	Playback	10909	play	0.0			
be148483bc993bded59097c629e15ef0	11	god_conf	decl	God I'm on the phone	Playback	12748	pause	1.7778			
be148483bc993bded59097c629e15ef0	11	god_conf	decl	God I'm on the phone	Rating	8404			How natural does the speaker's tone of voice sound?	4	
be148483bc993bded59097c629e15ef0	11	god_conf	decl	God I'm on the phone	Rating	18513			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
be148483bc993bded59097c629e15ef0	11	god_conf	decl	God I'm on the phone	Rating	20876			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
be148483bc993bded59097c629e15ef0	83	oh_decl	decl	Oh I'm on the phone	Scenario						no
be148483bc993bded59097c629e15ef0	83	oh_decl	decl	Oh I'm on the phone	Playback	2029	play	0.0			
be148483bc993bded59097c629e15ef0	83	oh_decl	decl	Oh I'm on the phone	Playback	3945	pause	1.865737			
be148483bc993bded59097c629e15ef0	83	oh_decl	decl	Oh I'm on the phone	Rating	6219			How natural does the speaker's tone of voice sound?	5	
be148483bc993bded59097c629e15ef0	83	oh_decl	decl	Oh I'm on the phone	Rating	12394			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
be148483bc993bded59097c629e15ef0	83	oh_decl	decl	Oh I'm on the phone	Rating	16531			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
ebe8c0d929354f5bb7b057e5ee95c17d	70	huh_decl	decl	Huh I put the toolbox in the shed	Scenario						No%2C it is a statement.
ebe8c0d929354f5bb7b057e5ee95c17d	70	huh_decl	decl	Huh I put the toolbox in the shed	Playback	3569	play	0.004			
ebe8c0d929354f5bb7b057e5ee95c17d	70	huh_decl	decl	Huh I put the toolbox in the shed	Playback	5764	pause	2.132517			
ebe8c0d929354f5bb7b057e5ee95c17d	70	huh_decl	decl	Huh I put the toolbox in the shed	Rating	11708			How natural does the speaker's tone of voice sound?	4	
ebe8c0d929354f5bb7b057e5ee95c17d	70	huh_decl	decl	Huh I put the toolbox in the shed	Rating	17925			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
ebe8c0d929354f5bb7b057e5ee95c17d	70	huh_decl	decl	Huh I put the toolbox in the shed	Rating	23366			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
ebe8c0d929354f5bb7b057e5ee95c17d	142	what_exclam	decl	What I put the toolbox in the shed	Scenario						Yes%2C they were confused.
ebe8c0d929354f5bb7b057e5ee95c17d	142	what_exclam	decl	What I put the toolbox in the shed	Playback	5004	play	0.004			
ebe8c0d929354f5bb7b057e5ee95c17d	142	what_exclam	decl	What I put the toolbox in the shed	Playback	7483	pause	2.41619			
ebe8c0d929354f5bb7b057e5ee95c17d	142	what_exclam	decl	What I put the toolbox in the shed	Rating	14558			How natural does the speaker's tone of voice sound?	3	
ebe8c0d929354f5bb7b057e5ee95c17d	142	what_exclam	decl	What I put the toolbox in the shed	Rating	29038			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
ebe8c0d929354f5bb7b057e5ee95c17d	142	what_exclam	decl	What I put the toolbox in the shed	Rating	32659			What is the intensity of the speaker's emotion? How expressive do they sound?	5	
b097f932e2981dbd754f9423420100df	135	oh_exclam	exclam	Oh you can't be serious right now	Scenario						Yes%2C they are responding to someone who said something they find unbelievable and asked them if they are serious.
b097f932e2981dbd754f9423420100df	135	oh_exclam	exclam	Oh you can't be serious right now	Playback	7258	play	0.0			
b097f932e2981dbd754f9423420100df	135	oh_exclam	exclam	Oh you can't be serious right now	Playback	9622	pause	2.042426			
b097f932e2981dbd754f9423420100df	135	oh_exclam	exclam	Oh you can't be serious right now	Rating	12475			How natural does the speaker's tone of voice sound?	2	
b097f932e2981dbd754f9423420100df	135	oh_exclam	exclam	Oh you can't be serious right now	Rating	14576			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
b097f932e2981dbd754f9423420100df	135	oh_exclam	exclam	Oh you can't be serious right now	Rating	20968			What is the intensity of the speaker's emotion? How expressive do they sound?	5	
b097f932e2981dbd754f9423420100df	63	god_decl	exclam	God you can't be serious right now	Scenario						Yes%2C they are responding to someone who said something unbelievable%2C and are asking if they are serious.
b097f932e2981dbd754f9423420100df	63	god_decl	exclam	God you can't be serious right now	Playback	3390	play	0.0			
b097f932e2981dbd754f9423420100df	63	god_decl	exclam	God you can't be serious right now	Playback	5756	pause	2.078458			
b097f932e2981dbd754f9423420100df	63	god_decl	exclam	God you can't be serious right now	Rating	8804			How natural does the speaker's tone of voice sound?	4	
b097f932e2981dbd754f9423420100df	63	god_decl	exclam	God you can't be serious right now	Rating	12793			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
b097f932e2981dbd754f9423420100df	63	god_decl	exclam	God you can't be serious right now	Rating	17855			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
e3176468c2597c47086b8274181ba938	103	god_exclam	conf	God she's never done that before	Scenario						Because she has never done that before
e3176468c2597c47086b8274181ba938	103	god_exclam	conf	God she's never done that before	Playback	4159	play	0.0			
e3176468c2597c47086b8274181ba938	103	god_exclam	conf	God she's never done that before	Playback	6279	pause	2.052608			
e3176468c2597c47086b8274181ba938	103	god_exclam	conf	God she's never done that before	Rating	8986			How natural does the speaker's tone of voice sound?	3	
e3176468c2597c47086b8274181ba938	103	god_exclam	conf	God she's never done that before	Rating	10373			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
e3176468c2597c47086b8274181ba938	103	god_exclam	conf	God she's never done that before	Rating	13048			What is the intensity of the speaker's emotion? How expressive do they sound?	5	
e3176468c2597c47086b8274181ba938	31	oh_conf	conf	Oh she's never done that before	Scenario						Because she has 'never done that before' 
e3176468c2597c47086b8274181ba938	31	oh_conf	conf	Oh she's never done that before	Playback	6101	play	0.000461			
e3176468c2597c47086b8274181ba938	31	oh_conf	conf	Oh she's never done that before	Playback	8062	pause	1.914785			
e3176468c2597c47086b8274181ba938	31	oh_conf	conf	Oh she's never done that before	Rating	10326			How natural does the speaker's tone of voice sound?	4	
e3176468c2597c47086b8274181ba938	31	oh_conf	conf	Oh she's never done that before	Rating	12999			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
e3176468c2597c47086b8274181ba938	31	oh_conf	conf	Oh she's never done that before	Rating	17043			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
bef8d8dceee6bc35c77c376231b8c9aa	11	god_conf	decl	God I'm on the phone	Scenario						Fairly normal to me.
bef8d8dceee6bc35c77c376231b8c9aa	11	god_conf	decl	God I'm on the phone	Playback	1713	play	0.0			
bef8d8dceee6bc35c77c376231b8c9aa	11	god_conf	decl	God I'm on the phone	Playback	3565	pause	1.7778			
bef8d8dceee6bc35c77c376231b8c9aa	11	god_conf	decl	God I'm on the phone	Rating	4393			How natural does the speaker's tone of voice sound?	3	
bef8d8dceee6bc35c77c376231b8c9aa	11	god_conf	decl	God I'm on the phone	Rating	47716			What is the emotion being conveyed here?	Neutral -- no obvious emotion	
bef8d8dceee6bc35c77c376231b8c9aa	11	god_conf	decl	God I'm on the phone	Rating	6018			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
bef8d8dceee6bc35c77c376231b8c9aa	83	oh_decl	decl	Oh I'm on the phone	Scenario						saw shocked
bef8d8dceee6bc35c77c376231b8c9aa	83	oh_decl	decl	Oh I'm on the phone	Playback	3268	play	0.0			
bef8d8dceee6bc35c77c376231b8c9aa	83	oh_decl	decl	Oh I'm on the phone	Playback	5215	pause	1.865737			
bef8d8dceee6bc35c77c376231b8c9aa	83	oh_decl	decl	Oh I'm on the phone	Rating	7318			How natural does the speaker's tone of voice sound?	2	
bef8d8dceee6bc35c77c376231b8c9aa	83	oh_decl	decl	Oh I'm on the phone	Rating	9746			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
bef8d8dceee6bc35c77c376231b8c9aa	83	oh_decl	decl	Oh I'm on the phone	Rating	12006			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
7d54685b0987c9438c9bc65693714b07	96	what_decl	decl	What another pile of papers to grade	Scenario						Yes%2C again with the papers to read.
7d54685b0987c9438c9bc65693714b07	96	what_decl	decl	What another pile of papers to grade	Playback	5331	play	0.0			
7d54685b0987c9438c9bc65693714b07	96	what_decl	decl	What another pile of papers to grade	Playback	4221	pause	2.163515			
7d54685b0987c9438c9bc65693714b07	96	what_decl	decl	What another pile of papers to grade	Playback	5330	seeking	0.0			
7d54685b0987c9438c9bc65693714b07	96	what_decl	decl	What another pile of papers to grade	Playback	1976	play	0.0			
7d54685b0987c9438c9bc65693714b07	96	what_decl	decl	What another pile of papers to grade	Playback	7565	pause	2.163515			
7d54685b0987c9438c9bc65693714b07	96	what_decl	decl	What another pile of papers to grade	Rating	8789			How natural does the speaker's tone of voice sound?	1	
7d54685b0987c9438c9bc65693714b07	96	what_decl	decl	What another pile of papers to grade	Rating	12282			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
7d54685b0987c9438c9bc65693714b07	96	what_decl	decl	What another pile of papers to grade	Rating	15657			What is the intensity of the speaker's emotion? How expressive do they sound?	1	
7d54685b0987c9438c9bc65693714b07	24	huh_conf	decl	Huh another pile of papers to grade	Scenario						Yes; he has a pile of papers to read.
7d54685b0987c9438c9bc65693714b07	24	huh_conf	decl	Huh another pile of papers to grade	Playback	29178	play	0.0			
7d54685b0987c9438c9bc65693714b07	24	huh_conf	decl	Huh another pile of papers to grade	Playback	31577	pause	2.340408			
7d54685b0987c9438c9bc65693714b07	24	huh_conf	decl	Huh another pile of papers to grade	Playback	5799	pause	2.340408			
7d54685b0987c9438c9bc65693714b07	24	huh_conf	decl	Huh another pile of papers to grade	Playback	40656	pause	2.340408			
7d54685b0987c9438c9bc65693714b07	24	huh_conf	decl	Huh another pile of papers to grade	Playback	38248	play	0.0			
7d54685b0987c9438c9bc65693714b07	24	huh_conf	decl	Huh another pile of papers to grade	Playback	29177	seeking	0.0			
7d54685b0987c9438c9bc65693714b07	24	huh_conf	decl	Huh another pile of papers to grade	Playback	3401	play	0.0			
7d54685b0987c9438c9bc65693714b07	24	huh_conf	decl	Huh another pile of papers to grade	Playback	37219	pause	2.340408			
7d54685b0987c9438c9bc65693714b07	24	huh_conf	decl	Huh another pile of papers to grade	Playback	34802	seeking	0.0			
7d54685b0987c9438c9bc65693714b07	24	huh_conf	decl	Huh another pile of papers to grade	Playback	34803	play	0.0			
7d54685b0987c9438c9bc65693714b07	24	huh_conf	decl	Huh another pile of papers to grade	Playback	38248	seeking	0.0			
7d54685b0987c9438c9bc65693714b07	24	huh_conf	decl	Huh another pile of papers to grade	Rating	10272			How natural does the speaker's tone of voice sound?	4	
7d54685b0987c9438c9bc65693714b07	24	huh_conf	decl	Huh another pile of papers to grade	Rating	20850			What is the emotion being conveyed here?	Excitement -- something positive has happened	
7d54685b0987c9438c9bc65693714b07	24	huh_conf	decl	Huh another pile of papers to grade	Rating	47893			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
7d54685b0987c9438c9bc65693714b07	24	huh_conf	decl	Huh another pile of papers to grade	Rating	24747			What is the intensity of the speaker's emotion? How expressive do they sound?	5	
77ecd130dfbecd16e1e03d7b376c4a52	135	oh_exclam	exclam	Oh you can't be serious right now	Scenario						The exclamation of "Oh" at the beginning would indicate surprise.
77ecd130dfbecd16e1e03d7b376c4a52	135	oh_exclam	exclam	Oh you can't be serious right now	Playback	2766	play	0.0			
77ecd130dfbecd16e1e03d7b376c4a52	135	oh_exclam	exclam	Oh you can't be serious right now	Playback	4886	pause	2.042426			
77ecd130dfbecd16e1e03d7b376c4a52	135	oh_exclam	exclam	Oh you can't be serious right now	Rating	6730			How natural does the speaker's tone of voice sound?	4	
77ecd130dfbecd16e1e03d7b376c4a52	135	oh_exclam	exclam	Oh you can't be serious right now	Rating	8039			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
77ecd130dfbecd16e1e03d7b376c4a52	135	oh_exclam	exclam	Oh you can't be serious right now	Rating	9814			What is the intensity of the speaker's emotion? How expressive do they sound?	5	
77ecd130dfbecd16e1e03d7b376c4a52	63	god_decl	exclam	God you can't be serious right now	Scenario						Yes%2C it seems like something someone would say when angry with someone doing or saying something they do not agree with. "You can't be serious right now."
77ecd130dfbecd16e1e03d7b376c4a52	63	god_decl	exclam	God you can't be serious right now	Playback	3883	pause	2.078458			
77ecd130dfbecd16e1e03d7b376c4a52	63	god_decl	exclam	God you can't be serious right now	Playback	1761	play	0.0			
77ecd130dfbecd16e1e03d7b376c4a52	63	god_decl	exclam	God you can't be serious right now	Playback	50107	pause	2.078458			
77ecd130dfbecd16e1e03d7b376c4a52	63	god_decl	exclam	God you can't be serious right now	Playback	47991	seeking	0.0			
77ecd130dfbecd16e1e03d7b376c4a52	63	god_decl	exclam	God you can't be serious right now	Playback	47991	play	0.0			
77ecd130dfbecd16e1e03d7b376c4a52	63	god_decl	exclam	God you can't be serious right now	Rating	6679			How natural does the speaker's tone of voice sound?	3	
77ecd130dfbecd16e1e03d7b376c4a52	63	god_decl	exclam	God you can't be serious right now	Rating	11595			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
77ecd130dfbecd16e1e03d7b376c4a52	63	god_decl	exclam	God you can't be serious right now	Rating	16501			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
e243c6748fbd3564b71c730a853ebc1c	135	oh_exclam	exclam	Oh you can't be serious right now	Scenario						no...once again no explanation was given. 
e243c6748fbd3564b71c730a853ebc1c	135	oh_exclam	exclam	Oh you can't be serious right now	Playback	15511	play	0.0			
e243c6748fbd3564b71c730a853ebc1c	135	oh_exclam	exclam	Oh you can't be serious right now	Playback	18843	pause	2.042426			
e243c6748fbd3564b71c730a853ebc1c	135	oh_exclam	exclam	Oh you can't be serious right now	Rating	24037			How natural does the speaker's tone of voice sound?	4	
e243c6748fbd3564b71c730a853ebc1c	135	oh_exclam	exclam	Oh you can't be serious right now	Rating	27233			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
e243c6748fbd3564b71c730a853ebc1c	135	oh_exclam	exclam	Oh you can't be serious right now	Rating	34415			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
e243c6748fbd3564b71c730a853ebc1c	63	god_decl	exclam	God you can't be serious right now	Scenario						no it doesn't explain anything. 
e243c6748fbd3564b71c730a853ebc1c	63	god_decl	exclam	God you can't be serious right now	Playback	2048	play	0.0			
e243c6748fbd3564b71c730a853ebc1c	63	god_decl	exclam	God you can't be serious right now	Playback	4435	pause	2.078458			
e243c6748fbd3564b71c730a853ebc1c	63	god_decl	exclam	God you can't be serious right now	Rating	11520			How natural does the speaker's tone of voice sound?	4	
e243c6748fbd3564b71c730a853ebc1c	63	god_decl	exclam	God you can't be serious right now	Rating	16723			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
e243c6748fbd3564b71c730a853ebc1c	63	god_decl	exclam	God you can't be serious right now	Rating	23323			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
fab572996c8cae4f3be60f0eed520141	57	god_decl	decl	God we're out of flour	Scenario						It doesnt%2C seems like they arent that upset about being out of flour.
fab572996c8cae4f3be60f0eed520141	57	god_decl	decl	God we're out of flour	Playback	3057	play	0.0			
fab572996c8cae4f3be60f0eed520141	57	god_decl	decl	God we're out of flour	Playback	5143	pause	2.016213			
fab572996c8cae4f3be60f0eed520141	57	god_decl	decl	God we're out of flour	Rating	10363			How natural does the speaker's tone of voice sound?	3	
fab572996c8cae4f3be60f0eed520141	57	god_decl	decl	God we're out of flour	Rating	25330			What is the emotion being conveyed here?	Neutral -- no obvious emotion	
fab572996c8cae4f3be60f0eed520141	57	god_decl	decl	God we're out of flour	Rating	29110			What is the intensity of the speaker's emotion? How expressive do they sound?	2	
fab572996c8cae4f3be60f0eed520141	129	oh_exclam	decl	Oh we're out of flour	Scenario						The utterance Oh and the inflection sells the emoting.
fab572996c8cae4f3be60f0eed520141	129	oh_exclam	decl	Oh we're out of flour	Playback	6516	play	0.0			
fab572996c8cae4f3be60f0eed520141	129	oh_exclam	decl	Oh we're out of flour	Playback	8578	pause	1.980181			
fab572996c8cae4f3be60f0eed520141	129	oh_exclam	decl	Oh we're out of flour	Rating	11596			How natural does the speaker's tone of voice sound?	4	
fab572996c8cae4f3be60f0eed520141	129	oh_exclam	decl	Oh we're out of flour	Rating	16368			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
